ranking,EDV,EDM
2255,0.6,103071.7804
2256,0.6,102994.7797
2257,0.6,102917.8132
2258,0.6,102840.8807
2259,0.6,102763.9823
2260,0.6,102687.118
2261,0.6,102610.2876
2262,0.6,102533.4913
2263,0.6,102456.7288
2264,0.6,102380.0003
2265,0.6,102303.3057
2266,0.6,102226.6449
2267,0.6,102150.0179
2268,0.6,102073.4248
2269,0.6,101996.8654
2270,0.6,101920.3397
2271,0.6,101843.8477
2272,0.6,101767.3894
2273,0.6,101690.9648
2274,0.6,101614.5738
2275,0.6,101538.2163
2276,0.6,101461.8924
2277,0.6,101385.6021
2278,0.6,101309.3452
2279,0.6,101233.1218
2280,0.6,101156.9319
2281,0.6,101080.7753
2282,0.6,101004.6522
2283,0.6,100928.5623
2284,0.6,100852.5058
2285,0.6,100776.4826
2286,0.6,100700.4927
2287,0.6,100624.536
2288,0.6,100548.6125
2289,0.6,100472.7222
2290,0.6,100396.865
2291,0.6,100321.0409
2292,0.6,100245.25
2293,0.6,100169.4921
2294,0.6,100093.7672
2295,0.6,100018.0753
2296,0.6,99942.41643
2297,0.6,99866.79047
2298,0.6,99791.19744
2299,0.6,99715.63729
2300,0.6,99640.11
2301,0.6,99564.61554
2302,0.6,99489.15388
2303,0.6,99413.725
2304,0.6,99338.32886
2305,0.6,99262.96544
2306,0.6,99187.63471
2307,0.6,99112.33664
2308,0.6,99037.0712
2309,0.6,98961.83836
2310,0.6,98886.6381
2311,0.6,98811.47039
2312,0.6,98736.33519
2313,0.6,98661.23249
2314,0.6,98586.16225
2315,0.6,98511.12444
2316,0.6,98436.11904
2317,0.6,98361.14602
2318,0.6,98286.20535
2319,0.6,98211.297
2320,0.6,98136.42095
2321,0.6,98061.57717
2322,0.6,97986.76562
2323,0.6,97911.98629
2324,0.6,97837.23914
2325,0.6,97762.52414
2326,0.6,97687.84128
2327,0.6,97613.19051
2328,0.6,97538.57182
2329,0.6,97463.98518
2330,0.6,97389.43055
2331,0.6,97314.90792
2332,0.6,97240.41724
2333,0.6,97165.95851
2334,0.6,97091.53168
2335,0.6,97017.13673
2336,0.6,96942.77364
2337,0.6,96868.44237
2338,0.6,96794.14291
2339,0.6,96719.87521
2340,0.6,96645.63926
2341,0.6,96571.43503
2342,0.6,96497.26249
2343,0.6,96423.12162
2344,0.6,96349.01238
2345,0.6,96274.93475
2346,0.6,96200.8887
2347,0.6,96126.87421
2348,0.6,96052.89125
2349,0.6,95978.93979
2350,0.6,95905.01981
2351,0.6,95831.13127
2352,0.6,95757.27416
2353,0.6,95683.44844
2354,0.6,95609.65409
2355,0.6,95535.89108
2356,0.6,95462.15939
2357,0.6,95388.45898
2358,0.6,95314.78984
2359,0.6,95241.15193
2360,0.6,95167.54524
2361,0.6,95093.96972
2362,0.6,95020.42536
2363,0.6,94946.91213
2364,0.6,94873.43001
2365,0.6,94799.97896
2366,0.6,94726.55896
2367,0.6,94653.16999
2368,0.6,94579.81202
2369,0.6,94506.48502
2370,0.6,94433.18896
2371,0.6,94359.92383
2372,0.6,94286.68959
2373,0.6,94213.48621
2374,0.6,94140.31368
2375,0.6,94067.17197
2376,0.5,93994.06104
2377,0.5,93920.98088
2378,0.5,93847.93146
2379,0.5,93774.91275
2380,0.5,93701.92472
2381,0.5,93628.96736
2382,0.5,93556.04063
2383,0.5,93483.14451
2384,0.5,93410.27898
2385,0.5,93337.444
2386,0.5,93264.63956
2387,0.5,93191.86562
2388,0.5,93119.12216
2389,0.5,93046.40916
2390,0.5,92973.72659
2391,0.5,92901.07443
2392,0.5,92828.45264
2393,0.5,92755.86121
2394,0.5,92683.3001
2395,0.5,92610.7693
2396,0.5,92538.26878
2397,0.5,92465.79851
2398,0.5,92393.35847
2399,0.5,92320.94863
2400,0.5,92248.56896
2401,0.5,92176.21945
2402,0.5,92103.90007
2403,0.5,92031.61078
2404,0.5,91959.35158
2405,0.5,91887.12242
2406,0.5,91814.92329
2407,0.5,91742.75417
2408,0.5,91670.61502
2409,0.5,91598.50582
2410,0.5,91526.42655
2411,0.5,91454.37718
2412,0.5,91382.35769
2413,0.5,91310.36805
2414,0.5,91238.40824
2415,0.5,91166.47823
2416,0.5,91094.57801
2417,0.5,91022.70753
2418,0.5,90950.86679
2419,0.5,90879.05574
2420,0.5,90807.27438
2421,0.5,90735.52268
2422,0.5,90663.8006
2423,0.5,90592.10814
2424,0.5,90520.44525
2425,0.5,90448.81192
2426,0.5,90377.20813
2427,0.5,90305.63385
2428,0.5,90234.08905
2429,0.5,90162.57371
2430,0.5,90091.0878
2431,0.5,90019.63131
2432,0.5,89948.20421
2433,0.5,89876.80647
2434,0.5,89805.43807
2435,0.5,89734.09898
2436,0.5,89662.78919
2437,0.5,89591.50866
2438,0.5,89520.25738
2439,0.5,89449.03531
2440,0.5,89377.84245
2441,0.5,89306.67875
2442,0.5,89235.5442
2443,0.5,89164.43877
2444,0.5,89093.36245
2445,0.5,89022.3152
2446,0.5,88951.297
2447,0.5,88880.30783
2448,0.5,88809.34767
2449,0.5,88738.41648
2450,0.5,88667.51426
2451,0.5,88596.64097
2452,0.5,88525.79658
2453,0.5,88454.98109
2454,0.5,88384.19446
2455,0.5,88313.43666
2456,0.5,88242.70769
2457,0.5,88172.0075
2458,0.5,88101.33609
2459,0.5,88030.69342
2460,0.5,87960.07947
2461,0.5,87889.49422
2462,0.5,87818.93765
2463,0.5,87748.40973
2464,0.5,87677.91044
2465,0.5,87607.43976
2466,0.5,87536.99765
2467,0.5,87466.58411
2468,0.5,87396.19911
2469,0.5,87325.84261
2470,0.5,87255.51461
2471,0.5,87185.21507
2472,0.5,87114.94398
2473,0.5,87044.70131
2474,0.5,86974.48704
2475,0.5,86904.30114
2476,0.5,86834.1436
2477,0.5,86764.01438
2478,0.5,86693.91347
2479,0.5,86623.84085
2480,0.5,86553.79648
2481,0.5,86483.78036
2482,0.5,86413.79245
2483,0.5,86343.83273
2484,0.5,86273.90118
2485,0.5,86203.99778
2486,0.5,86134.1225
2487,0.5,86064.27532
2488,0.5,85994.45623
2489,0.5,85924.66519
2490,0.5,85854.90218
2491,0.5,85785.16719
2492,0.5,85715.46018
2493,0.5,85645.78114
2494,0.5,85576.13005
2495,0.5,85506.50688
2496,0.5,85436.91161
2497,0.5,85367.34421
2498,0.5,85297.80467
2499,0.5,85228.29296
2500,0.5,85158.80906
2501,0.5,85089.35295
2502,0.5,85019.92461
2503,0.5,84950.52401
2504,0.5,84881.15113
2505,0.5,84811.80595
2506,0.5,84742.48845
2507,0.5,84673.1986
2508,0.5,84603.93639
2509,0.5,84534.70178
2510,0.5,84465.49477
2511,0.5,84396.31532
2512,0.5,84327.16342
2513,0.5,84258.03904
2514,0.5,84188.94216
2515,0.5,84119.87277
2516,0.5,84050.83083
2517,0.5,83981.81632
2518,0.5,83912.82923
2519,0.5,83843.86953
2520,0.5,83774.9372
2521,0.5,83706.03222
2522,0.5,83637.15457
2523,0.5,83568.30422
2524,0.5,83499.48116
2525,0.5,83430.68535
2526,0.5,83361.91679
2527,0.5,83293.17545
2528,0.5,83224.4613
2529,0.5,83155.77433
2530,0.5,83087.11452
2531,0.5,83018.48184
2532,0.5,82949.87627
2533,0.5,82881.29779
2534,0.5,82812.74637
2535,0.5,82744.22201
2536,0.5,82675.72467
2537,0.5,82607.25434
2538,0.5,82538.81099
2539,0.5,82470.3946
2540,0.5,82402.00515
2541,0.5,82333.64262
2542,0.5,82265.30699
2543,0.5,82196.99824
2544,0.5,82128.71634
2545,0.5,82060.46128
2546,0.5,81992.23304
2547,0.5,81924.03158
2548,0.5,81855.8569
2549,0.5,81787.70897
2550,0.5,81719.58777
2551,0.5,81651.49328
2552,0.5,81583.42547
2553,0.5,81515.38434
2554,0.5,81447.36984
2555,0.5,81379.38198
2556,0.5,81311.42072
2557,0.5,81243.48604
2558,0.5,81175.57793
2559,0.5,81107.69635
2560,0.5,81039.8413
2561,0.5,80972.01275
2562,0.5,80904.21068
2563,0.5,80836.43507
2564,0.5,80768.6859
2565,0.5,80700.96315
2566,0.5,80633.26679
2567,0.5,80565.59681
2568,0.5,80497.95319
2569,0.5,80430.3359
2570,0.5,80362.74493
2571,0.5,80295.18025
2572,0.5,80227.64185
2573,0.5,80160.1297
2574,0.5,80092.64379
2575,0.5,80025.18409
2576,0.5,79957.75058
2577,0.5,79890.34324
2578,0.5,79822.96206
2579,0.5,79755.607
2580,0.5,79688.27806
2581,0.5,79620.97521
2582,0.5,79553.69844
2583,0.5,79486.44771
2584,0.5,79419.22301
2585,0.5,79352.02433
2586,0.5,79284.85163
2587,0.5,79217.70491
2588,0.5,79150.58414
2589,0.5,79083.48929
2590,0.5,79016.42036
2591,0.5,78949.37732
2592,0.5,78882.36014
2593,0.5,78815.36882
2594,0.5,78748.40333
2595,0.5,78681.46365
2596,0.5,78614.54976
2597,0.5,78547.66164
2598,0.5,78480.79927
2599,0.5,78413.96263
2600,0.5,78347.15171
2601,0.5,78280.36647
2602,0.5,78213.60691
2603,0.5,78146.873
2604,0.5,78080.16472
2605,0.5,78013.48206
2606,0.5,77946.82498
2607,0.5,77880.19349
2608,0.5,77813.58754
2609,0.5,77747.00713
2610,0.5,77680.45223
2611,0.5,77613.92283
2612,0.5,77547.41891
2613,0.5,77480.94044
2614,0.5,77414.4874
2615,0.5,77348.05979
2616,0.5,77281.65757
2617,0.5,77215.28073
2618,0.5,77148.92925
2619,0.5,77082.60311
2620,0.5,77016.30228
2621,0.5,76950.02676
2622,0.5,76883.77652
2623,0.5,76817.55155
2624,0.5,76751.35181
2625,0.5,76685.1773
2626,0.4,76619.028
2627,0.4,76552.90388
2628,0.4,76486.80492
2629,0.4,76420.73112
2630,0.4,76354.68244
2631,0.4,76288.65887
2632,0.4,76222.66038
2633,0.4,76156.68697
2634,0.4,76090.73862
2635,0.4,76024.81529
2636,0.4,75958.91698
2637,0.4,75893.04366
2638,0.4,75827.19532
2639,0.4,75761.37193
2640,0.4,75695.57349
2641,0.4,75629.79996
2642,0.4,75564.05133
2643,0.4,75498.32758
2644,0.4,75432.6287
2645,0.4,75366.95466
2646,0.4,75301.30544
2647,0.4,75235.68103
2648,0.4,75170.08141
2649,0.4,75104.50655
2650,0.4,75038.95645
2651,0.4,74973.43107
2652,0.4,74907.93041
2653,0.4,74842.45445
2654,0.4,74777.00315
2655,0.4,74711.57652
2656,0.4,74646.17452
2657,0.4,74580.79715
2658,0.4,74515.44437
2659,0.4,74450.11618
2660,0.4,74384.81255
2661,0.4,74319.53346
2662,0.4,74254.27891
2663,0.4,74189.04886
2664,0.4,74123.8433
2665,0.4,74058.66222
2666,0.4,73993.50558
2667,0.4,73928.37339
2668,0.4,73863.26561
2669,0.4,73798.18223
2670,0.4,73733.12323
2671,0.4,73668.08859
2672,0.4,73603.07829
2673,0.4,73538.09232
2674,0.4,73473.13066
2675,0.4,73408.19329
2676,0.4,73343.28019
2677,0.4,73278.39134
2678,0.4,73213.52673
2679,0.4,73148.68633
2680,0.4,73083.87013
2681,0.4,73019.07812
2682,0.4,72954.31026
2683,0.4,72889.56655
2684,0.4,72824.84697
2685,0.4,72760.15149
2686,0.4,72695.48011
2687,0.4,72630.8328
2688,0.4,72566.20954
2689,0.4,72501.61032
2690,0.4,72437.03512
2691,0.4,72372.48392
2692,0.4,72307.95671
2693,0.4,72243.45346
2694,0.4,72178.97415
2695,0.4,72114.51878
2696,0.4,72050.08732
2697,0.4,71985.67975
2698,0.4,71921.29606
2699,0.4,71856.93623
2700,0.4,71792.60025
2701,0.4,71728.28808
2702,0.4,71663.99972
2703,0.4,71599.73515
2704,0.4,71535.49435
2705,0.4,71471.2773
2706,0.4,71407.08399
2707,0.4,71342.9144
2708,0.4,71278.76851
2709,0.4,71214.6463
2710,0.4,71150.54776
2711,0.4,71086.47286
2712,0.4,71022.4216
2713,0.4,70958.39395
2714,0.4,70894.38989
2715,0.4,70830.40942
2716,0.4,70766.4525
2717,0.4,70702.51913
2718,0.4,70638.60929
2719,0.4,70574.72295
2720,0.4,70510.86011
2721,0.4,70447.02074
2722,0.4,70383.20483
2723,0.4,70319.41236
2724,0.4,70255.64331
2725,0.4,70191.89767
2726,0.4,70128.17542
2727,0.4,70064.47653
2728,0.4,70000.80101
2729,0.4,69937.14882
2730,0.4,69873.51995
2731,0.4,69809.91438
2732,0.4,69746.3321
2733,0.4,69682.77308
2734,0.4,69619.23732
2735,0.4,69555.7248
2736,0.4,69492.23549
2737,0.4,69428.76938
2738,0.4,69365.32646
2739,0.4,69301.9067
2740,0.4,69238.5101
2741,0.4,69175.13662
2742,0.4,69111.78627
2743,0.4,69048.45901
2744,0.4,68985.15484
2745,0.4,68921.87373
2746,0.4,68858.61567
2747,0.4,68795.38064
2748,0.4,68732.16863
2749,0.4,68668.97962
2750,0.4,68605.81359
2751,0.4,68542.67052
2752,0.4,68479.5504
2753,0.4,68416.45322
2754,0.4,68353.37895
2755,0.4,68290.32758
2756,0.4,68227.29909
2757,0.4,68164.29347
2758,0.4,68101.31069
2759,0.4,68038.35075
2760,0.4,67975.41362
2761,0.4,67912.49929
2762,0.4,67849.60775
2763,0.4,67786.73897
2764,0.4,67723.89294
2765,0.4,67661.06964
2766,0.4,67598.26906
2767,0.4,67535.49119
2768,0.4,67472.73599
2769,0.4,67410.00346
2770,0.4,67347.29359
2771,0.4,67284.60635
2772,0.4,67221.94172
2773,0.4,67159.2997
2774,0.4,67096.68027
2775,0.4,67034.0834
2776,0.4,66971.50909
2777,0.4,66908.95732
2778,0.4,66846.42806
2779,0.4,66783.92131
2780,0.4,66721.43705
2781,0.4,66658.97527
2782,0.4,66596.53593
2783,0.4,66534.11904
2784,0.4,66471.72457
2785,0.4,66409.35251
2786,0.4,66347.00285
2787,0.4,66284.67555
2788,0.4,66222.37062
2789,0.4,66160.08803
2790,0.4,66097.82777
2791,0.4,66035.58982
2792,0.4,65973.37416
2793,0.4,65911.18078
2794,0.4,65849.00967
2795,0.4,65786.86081
2796,0.4,65724.73418
2797,0.4,65662.62976
2798,0.4,65600.54754
2799,0.4,65538.48751
2800,0.4,65476.44964
2801,0.4,65414.43393
2802,0.4,65352.44036
2803,0.4,65290.4689
2804,0.4,65228.51955
2805,0.4,65166.59229
2806,0.4,65104.6871
2807,0.4,65042.80398
2808,0.4,64980.94289
2809,0.4,64919.10383
2810,0.4,64857.28678
2811,0.4,64795.49172
2812,0.4,64733.71865
2813,0.4,64671.96754
2814,0.4,64610.23837
2815,0.4,64548.53114
2816,0.4,64486.84583
2817,0.4,64425.18241
2818,0.4,64363.54089
2819,0.4,64301.92123
2820,0.4,64240.32343
2821,0.4,64178.74747
2822,0.4,64117.19333
2823,0.4,64055.661
2824,0.4,63994.15046
2825,0.4,63932.6617
2826,0.4,63871.1947
2827,0.4,63809.74945
2828,0.4,63748.32593
2829,0.4,63686.92413
2830,0.4,63625.54403
2831,0.4,63564.18561
2832,0.4,63502.84886
2833,0.4,63441.53377
2834,0.4,63380.24031
2835,0.4,63318.96848
2836,0.4,63257.71826
2837,0.4,63196.48963
2838,0.4,63135.28259
2839,0.4,63074.0971
2840,0.4,63012.93316
2841,0.4,62951.79076
2842,0.4,62890.66987
2843,0.4,62829.57048
2844,0.4,62768.49259
2845,0.4,62707.43616
2846,0.4,62646.40119
2847,0.4,62585.38767
2848,0.4,62524.39557
2849,0.4,62463.42488
2850,0.4,62402.47559
2851,0.4,62341.54768
2852,0.4,62280.64114
2853,0.4,62219.75595
2854,0.4,62158.8921
2855,0.4,62098.04957
2856,0.4,62037.22835
2857,0.4,61976.42842
2858,0.4,61915.64976
2859,0.4,61854.89237
2860,0.4,61794.15623
2861,0.4,61733.44132
2862,0.4,61672.74763
2863,0.4,61612.07514
2864,0.4,61551.42384
2865,0.4,61490.79371
2866,0.4,61430.18474
2867,0.4,61369.59691
2868,0.4,61309.03022
2869,0.4,61248.48463
2870,0.4,61187.96015
2871,0.4,61127.45675
2872,0.4,61066.97443
2873,0.4,61006.51316
2874,0.4,60946.07293
2875,0.4,60885.65372
2876,0.3,60825.25553
2877,0.3,60764.87834
2878,0.3,60704.52212
2879,0.3,60644.18688
2880,0.3,60583.87259
2881,0.3,60523.57923
2882,0.3,60463.30681
2883,0.3,60403.05529
2884,0.3,60342.82466
2885,0.3,60282.61492
2886,0.3,60222.42605
2887,0.3,60162.25802
2888,0.3,60102.11084
2889,0.3,60041.98447
2890,0.3,59981.87892
2891,0.3,59921.79416
2892,0.3,59861.73017
2893,0.3,59801.68696
2894,0.3,59741.66449
2895,0.3,59681.66277
2896,0.3,59621.68176
2897,0.3,59561.72146
2898,0.3,59501.78186
2899,0.3,59441.86293
2900,0.3,59381.96468
2901,0.3,59322.08707
2902,0.3,59262.2301
2903,0.3,59202.39375
2904,0.3,59142.57801
2905,0.3,59082.78286
2906,0.3,59023.0083
2907,0.3,58963.2543
2908,0.3,58903.52085
2909,0.3,58843.80794
2910,0.3,58784.11555
2911,0.3,58724.44367
2912,0.3,58664.79229
2913,0.3,58605.16139
2914,0.3,58545.55095
2915,0.3,58485.96097
2916,0.3,58426.39143
2917,0.3,58366.84231
2918,0.3,58307.3136
2919,0.3,58247.80529
2920,0.3,58188.31737
2921,0.3,58128.84981
2922,0.3,58069.40261
2923,0.3,58009.97574
2924,0.3,57950.56921
2925,0.3,57891.18299
2926,0.3,57831.81707
2927,0.3,57772.47143
2928,0.3,57713.14607
2929,0.3,57653.84096
2930,0.3,57594.5561
2931,0.3,57535.29147
2932,0.3,57476.04706
2933,0.3,57416.82285
2934,0.3,57357.61882
2935,0.3,57298.43497
2936,0.3,57239.27129
2937,0.3,57180.12775
2938,0.3,57121.00434
2939,0.3,57061.90106
2940,0.3,57002.81788
2941,0.3,56943.7548
2942,0.3,56884.71179
2943,0.3,56825.68885
2944,0.3,56766.68596
2945,0.3,56707.70311
2946,0.3,56648.74029
2947,0.3,56589.79747
2948,0.3,56530.87466
2949,0.3,56471.97182
2950,0.3,56413.08896
2951,0.3,56354.22606
2952,0.3,56295.3831
2953,0.3,56236.56006
2954,0.3,56177.75695
2955,0.3,56118.97374
2956,0.3,56060.21041
2957,0.3,56001.46696
2958,0.3,55942.74338
2959,0.3,55884.03964
2960,0.3,55825.35574
2961,0.3,55766.69167
2962,0.3,55708.0474
2963,0.3,55649.42293
2964,0.3,55590.81823
2965,0.3,55532.23331
2966,0.3,55473.66815
2967,0.3,55415.12272
2968,0.3,55356.59703
2969,0.3,55298.09105
2970,0.3,55239.60477
2971,0.3,55181.13818
2972,0.3,55122.69127
2973,0.3,55064.26402
2974,0.3,55005.85641
2975,0.3,54947.46845
2976,0.3,54889.10011
2977,0.3,54830.75138
2978,0.3,54772.42224
2979,0.3,54714.11269
2980,0.3,54655.82271
2981,0.3,54597.55228
2982,0.3,54539.3014
2983,0.3,54481.07005
2984,0.3,54422.85822
2985,0.3,54364.66589
2986,0.3,54306.49305
2987,0.3,54248.3397
2988,0.3,54190.2058
2989,0.3,54132.09137
2990,0.3,54073.99637
2991,0.3,54015.92079
2992,0.3,53957.86463
2993,0.3,53899.82787
2994,0.3,53841.8105
2995,0.3,53783.81251
2996,0.3,53725.83387
2997,0.3,53667.87458
2998,0.3,53609.93463
2999,0.3,53552.01401
3000,0.3,53494.11269
3001,0.3,53436.23067
3002,0.3,53378.36793
3003,0.3,53320.52447
3004,0.3,53262.70026
3005,0.3,53204.8953
3006,0.3,53147.10958
3007,0.3,53089.34307
3008,0.3,53031.59577
3009,0.3,52973.86767
3010,0.3,52916.15874
3011,0.3,52858.46899
3012,0.3,52800.79839
3013,0.3,52743.14694
3014,0.3,52685.51462
3015,0.3,52627.90142
3016,0.3,52570.30732
3017,0.3,52512.73231
3018,0.3,52455.17639
3019,0.3,52397.63953
3020,0.3,52340.12173
3021,0.3,52282.62297
3022,0.3,52225.14324
3023,0.3,52167.68253
3024,0.3,52110.24082
3025,0.3,52052.81811
3026,0.3,51995.41437
3027,0.3,51938.02961
3028,0.3,51880.66379
3029,0.3,51823.31692
3030,0.3,51765.98898
3031,0.3,51708.67995
3032,0.3,51651.38983
3033,0.3,51594.1186
3034,0.3,51536.86625
3035,0.3,51479.63277
3036,0.3,51422.41814
3037,0.3,51365.22236
3038,0.3,51308.0454
3039,0.3,51250.88727
3040,0.3,51193.74793
3041,0.3,51136.62739
3042,0.3,51079.52563
3043,0.3,51022.44264
3044,0.3,50965.37841
3045,0.3,50908.33291
3046,0.3,50851.30615
3047,0.3,50794.29811
3048,0.3,50737.30877
3049,0.3,50680.33813
3050,0.3,50623.38617
3051,0.3,50566.45288
3052,0.3,50509.53825
3053,0.3,50452.64226
3054,0.3,50395.76491
3055,0.3,50338.90617
3056,0.3,50282.06605
3057,0.3,50225.24452
3058,0.3,50168.44158
3059,0.3,50111.6572
3060,0.3,50054.89139
3061,0.3,49998.14413
3062,0.3,49941.4154
3063,0.3,49884.7052
3064,0.3,49828.0135
3065,0.3,49771.34031
3066,0.3,49714.6856
3067,0.3,49658.04937
3068,0.3,49601.43161
3069,0.3,49544.83229
3070,0.3,49488.25141
3071,0.3,49431.68896
3072,0.3,49375.14493
3073,0.3,49318.6193
3074,0.3,49262.11206
3075,0.3,49205.6232
3076,0.3,49149.1527
3077,0.3,49092.70057
3078,0.3,49036.26677
3079,0.3,48979.85131
3080,0.3,48923.45417
3081,0.3,48867.07533
3082,0.3,48810.71479
3083,0.3,48754.37254
3084,0.3,48698.04855
3085,0.3,48641.74283
3086,0.3,48585.45536
3087,0.3,48529.18612
3088,0.3,48472.93511
3089,0.3,48416.70231
3090,0.3,48360.48771
3091,0.3,48304.2913
3092,0.3,48248.11307
3093,0.3,48191.953
3094,0.3,48135.81109
3095,0.3,48079.68732
3096,0.3,48023.58169
3097,0.3,47967.49417
3098,0.3,47911.42476
3099,0.3,47855.37344
3100,0.3,47799.34021
3101,0.3,47743.32505
3102,0.3,47687.32795
3103,0.3,47631.3489
3104,0.3,47575.38789
3105,0.3,47519.4449
3106,0.3,47463.51993
3107,0.3,47407.61296
3108,0.3,47351.72398
3109,0.3,47295.85298
3110,0.3,47239.99995
3111,0.3,47184.16488
3112,0.3,47128.34775
3113,0.3,47072.54855
3114,0.3,47016.76727
3115,0.3,46961.00391
3116,0.3,46905.25844
3117,0.3,46849.53086
3118,0.3,46793.82116
3119,0.3,46738.12932
3120,0.3,46682.45533
3121,0.3,46626.79919
3122,0.3,46571.16087
3123,0.3,46515.54037
3124,0.3,46459.93768
3125,0.3,46404.35279
3126,0.2,46348.78568
3127,0.2,46293.23634
3128,0.2,46237.70477
3129,0.2,46182.19094
3130,0.2,46126.69486
3131,0.2,46071.2165
3132,0.2,46015.75586
3133,0.2,45960.31292
3134,0.2,45904.88768
3135,0.2,45849.48011
3136,0.2,45794.09022
3137,0.2,45738.71799
3138,0.2,45683.36341
3139,0.2,45628.02647
3140,0.2,45572.70715
3141,0.2,45517.40544
3142,0.2,45462.12134
3143,0.2,45406.85483
3144,0.2,45351.60591
3145,0.2,45296.37455
3146,0.2,45241.16075
3147,0.2,45185.9645
3148,0.2,45130.78579
3149,0.2,45075.6246
3150,0.2,45020.48093
3151,0.2,44965.35476
3152,0.2,44910.24608
3153,0.2,44855.15488
3154,0.2,44800.08115
3155,0.2,44745.02488
3156,0.2,44689.98606
3157,0.2,44634.96467
3158,0.2,44579.96072
3159,0.2,44524.97417
3160,0.2,44470.00503
3161,0.2,44415.05328
3162,0.2,44360.11891
3163,0.2,44305.20192
3164,0.2,44250.30228
3165,0.2,44195.41999
3166,0.2,44140.55504
3167,0.2,44085.70742
3168,0.2,44030.87711
3169,0.2,43976.06411
3170,0.2,43921.2684
3171,0.2,43866.48997
3172,0.2,43811.72882
3173,0.2,43756.98492
3174,0.2,43702.25828
3175,0.2,43647.54888
3176,0.2,43592.8567
3177,0.2,43538.18174
3178,0.2,43483.52399
3179,0.2,43428.88344
3180,0.2,43374.26007
3181,0.2,43319.65388
3182,0.2,43265.06484
3183,0.2,43210.49297
3184,0.2,43155.93823
3185,0.2,43101.40063
3186,0.2,43046.88014
3187,0.2,42992.37677
3188,0.2,42937.89049
3189,0.2,42883.42131
3190,0.2,42828.9692
3191,0.2,42774.53416
3192,0.2,42720.11617
3193,0.2,42665.71523
3194,0.2,42611.33133
3195,0.2,42556.96444
3196,0.2,42502.61458
3197,0.2,42448.28171
3198,0.2,42393.96584
3199,0.2,42339.66695
3200,0.2,42285.38503
3201,0.2,42231.12007
3202,0.2,42176.87206
3203,0.2,42122.64099
3204,0.2,42068.42685
3205,0.2,42014.22963
3206,0.2,41960.04931
3207,0.2,41905.88589
3208,0.2,41851.73936
3209,0.2,41797.60971
3210,0.2,41743.49691
3211,0.2,41689.40098
3212,0.2,41635.32189
3213,0.2,41581.25963
3214,0.2,41527.2142
3215,0.2,41473.18558
3216,0.2,41419.17376
3217,0.2,41365.17873
3218,0.2,41311.20049
3219,0.2,41257.23901
3220,0.2,41203.2943
3221,0.2,41149.36634
3222,0.2,41095.45512
3223,0.2,41041.56063
3224,0.2,40987.68285
3225,0.2,40933.82179
3226,0.2,40879.97742
3227,0.2,40826.14975
3228,0.2,40772.33875
3229,0.2,40718.54441
3230,0.2,40664.76674
3231,0.2,40611.00571
3232,0.2,40557.26132
3233,0.2,40503.53355
3234,0.2,40449.8224
3235,0.2,40396.12786
3236,0.2,40342.44991
3237,0.2,40288.78855
3238,0.2,40235.14376
3239,0.2,40181.51554
3240,0.2,40127.90387
3241,0.2,40074.30874
3242,0.2,40020.73015
3243,0.2,39967.16809
3244,0.2,39913.62253
3245,0.2,39860.09348
3246,0.2,39806.58093
3247,0.2,39753.08486
3248,0.2,39699.60525
3249,0.2,39646.14212
3250,0.2,39592.69543
3251,0.2,39539.26519
3252,0.2,39485.85138
3253,0.2,39432.45399
3254,0.2,39379.07302
3255,0.2,39325.70845
3256,0.2,39272.36027
3257,0.2,39219.02847
3258,0.2,39165.71304
3259,0.2,39112.41398
3260,0.2,39059.13127
3261,0.2,39005.86489
3262,0.2,38952.61486
3263,0.2,38899.38114
3264,0.2,38846.16373
3265,0.2,38792.96263
3266,0.2,38739.77782
3267,0.2,38686.60929
3268,0.2,38633.45703
3269,0.2,38580.32104
3270,0.2,38527.20129
3271,0.2,38474.09779
3272,0.2,38421.01052
3273,0.2,38367.93948
3274,0.2,38314.88464
3275,0.2,38261.84601
3276,0.2,38208.82357
3277,0.2,38155.81731
3278,0.2,38102.82723
3279,0.2,38049.85331
3280,0.2,37996.89554
3281,0.2,37943.95391
3282,0.2,37891.02842
3283,0.2,37838.11905
3284,0.2,37785.2258
3285,0.2,37732.34865
3286,0.2,37679.48759
3287,0.2,37626.64262
3288,0.2,37573.81372
3289,0.2,37521.00089
3290,0.2,37468.20411
3291,0.2,37415.42338
3292,0.2,37362.65868
3293,0.2,37309.91001
3294,0.2,37257.17735
3295,0.2,37204.4607
3296,0.2,37151.76005
3297,0.2,37099.07538
3298,0.2,37046.4067
3299,0.2,36993.75397
3300,0.2,36941.11721
3301,0.2,36888.4964
3302,0.2,36835.89152
3303,0.2,36783.30257
3304,0.2,36730.72954
3305,0.2,36678.17242
3306,0.2,36625.6312
3307,0.2,36573.10587
3308,0.2,36520.59642
3309,0.2,36468.10285
3310,0.2,36415.62513
3311,0.2,36363.16327
3312,0.2,36310.71724
3313,0.2,36258.28706
3314,0.2,36205.87269
3315,0.2,36153.47414
3316,0.2,36101.09139
3317,0.2,36048.72444
3318,0.2,35996.37327
3319,0.2,35944.03787
3320,0.2,35891.71825
3321,0.2,35839.41438
3322,0.2,35787.12625
3323,0.2,35734.85387
3324,0.2,35682.59721
3325,0.2,35630.35627
3326,0.2,35578.13104
3327,0.2,35525.92151
3328,0.2,35473.72767
3329,0.2,35421.54951
3330,0.2,35369.38703
3331,0.2,35317.2402
